OSG Identifier,Institution Name,ROR Value,OSG Value
k8s-haosu-17.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
k8s-haosu-18.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
k8s-haosu-19.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
k8s-haosu-20.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
k8s-haosu-21.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
k8s-haosu-22.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
k8s-haosu-23.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
k8s-haosu-24.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
k8s-nvme-01.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
k8s-s-00.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
node-1-1.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
node-1-2.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
node-1-3.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
node-1-4.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
node-1-5.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
node-2-1.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
node-2-10.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
node-2-11.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
node-2-12.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
node-2-2.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
node-2-3.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
node-2-4.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
node-2-6.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
node-2-7.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
node-2-8.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
node-2-9.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
prism-01.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
prism-02.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
ry-gpu-01.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
ry-gpu-02.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
ry-gpu-03.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
ry-gpu-04.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
ry-gpu-05.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
ry-gpu-06.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
ry-gpu-07.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
ry-gpu-08.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
ry-gpu-09.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
ry-gpu-10.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
ry-gpu-11.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
ry-gpu-12.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
ry-gpu-13.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
ry-gpu-14.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
ry-gpu-15.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
ry-gpu-16.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
ry-storage-01.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
ry-storage-02.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
ry-storage-03.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
ry-storage-04.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
jump.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
k8s-gen4-02.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
k8s-gen4-05.calit2.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
igrok-chcg.pacificwave.net,,,
nautilus1.sox.net,,,
nautilus2.sox.net,,,
sdmz-dtn.sox.net,,,
dtn101.sl.startap.net,Northwestern University (Starlight),https://ror.org/00m6w7z96,https://osg-htc.org/iid/5vvknn2bzgvt
dtn108.sl.startap.net,Northwestern University (Starlight),https://ror.org/00m6w7z96,https://osg-htc.org/iid/5vvknn2bzgvt
fiona.tools.ucla.net,"University of California, Los Angeles",https://ror.org/046rm7j60,https://osg-htc.org/iid/4vhk41w4vvn6
ps-100g-scidmz-0.tools.ucla.net,"University of California, Los Angeles",https://ror.org/046rm7j60,https://osg-htc.org/iid/4vhk41w4vvn6
fiona-r-uva.vlan7.uvalight.net,University of Amsterdam,https://ror.org/04dkp9463,https://osg-htc.org/iid/039thjonc14s
mdf-poc.aglt2.org,University of Michigan–Ann Arbor,https://ror.org/00jmfr291,https://osg-htc.org/iid/4ocf9kvq30fn
msu-nrp.aglt2.org,Michigan State University,https://ror.org/05hs6h993,https://osg-htc.org/iid/wala2w0ka0gb
nrp-fiona-001.sdmz.amnh.org,American Museum of Natural History,https://ror.org/03thb3e06,https://osg-htc.org/iid/em2w05s9c1uc
dtn-01.nrp.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
gpu-01.nrp.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
gpu-02.nrp.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
gpu-03.nrp.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
gpu-04.nrp.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
gpu-05.nrp.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
gpu-06.nrp.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
gpu-07.nrp.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
gpu-08.nrp.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
gpu-09.nrp.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
gpu-10.nrp.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
gpu-11.nrp.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
gpu-12.nrp.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
gpu-13.nrp.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
gpu-14.nrp.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
gpu-15.nrp.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
gpu-16.nrp.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
gpu-17.nrp.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
gpu-18.nrp.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
service-02.nrp.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
storage-01.nrp.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
gdc-fiona-dtn.mren.org,Northwestern University (MREN),https://ror.org/000e0be47,
singapore.nationalresearchplatform.org,Singapore Advanced Research and Education Network,https://ror.org/00fbvqs70,https://osg-htc.org/iid/klbqqauuk4p3
nrp-c10.nysernet.org,NYSERnet,https://ror.org/00rpwqe82,https://osg-htc.org/iid/wd11mc61omie
nrp-c11.nysernet.org,NYSERnet,https://ror.org/00rpwqe82,https://osg-htc.org/iid/wd11mc61omie
nrp-c12.nysernet.org,NYSERnet,https://ror.org/00rpwqe82,https://osg-htc.org/iid/wd11mc61omie
nrp-c14.nysernet.org,NYSERnet,https://ror.org/00rpwqe82,https://osg-htc.org/iid/wd11mc61omie
nrp-c15.nysernet.org,NYSERnet,https://ror.org/00rpwqe82,https://osg-htc.org/iid/wd11mc61omie
nrp-c16.nysernet.org,NYSERnet,https://ror.org/00rpwqe82,https://osg-htc.org/iid/wd11mc61omie
nrp-c17.nysernet.org,NYSERnet,https://ror.org/00rpwqe82,https://osg-htc.org/iid/wd11mc61omie
nrp-c3.nysernet.org,NYSERnet,https://ror.org/00rpwqe82,https://osg-htc.org/iid/wd11mc61omie
nrp-c4.nysernet.org,NYSERnet,https://ror.org/00rpwqe82,https://osg-htc.org/iid/wd11mc61omie
nrp-c6.nysernet.org,NYSERnet,https://ror.org/00rpwqe82,https://osg-htc.org/iid/wd11mc61omie
nrp-c7.nysernet.org,NYSERnet,https://ror.org/00rpwqe82,https://osg-htc.org/iid/wd11mc61omie
nrp-g1.nysernet.org,NYSERnet,https://ror.org/00rpwqe82,https://osg-htc.org/iid/wd11mc61omie
nrp-s1.nysernet.org,NYSERnet,https://ror.org/00rpwqe82,https://osg-htc.org/iid/wd11mc61omie
k8s-ceph-01.ultralight.org,California Institute of Technology,https://ror.org/05dxps055,https://osg-htc.org/iid/m9rrh8ld1wyh
k8s-gen4-07.ultralight.org,California Institute of Technology,https://ror.org/05dxps055,https://osg-htc.org/iid/m9rrh8ld1wyh
k8s-nvme-01.ultralight.org,California Institute of Technology,https://ror.org/05dxps055,https://osg-htc.org/iid/m9rrh8ld1wyh
suncave-0,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
suncave-1,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
suncave-10,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
suncave-11,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
suncave-12,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
suncave-13,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
suncave-14,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
suncave-15,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
suncave-16,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
suncave-17,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
suncave-2,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
suncave-3,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
suncave-4,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
suncave-5,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
suncave-6,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
suncave-7,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
suncave-8,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
suncave-9,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
suncave-head,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
stashcache.gravity.cf.ac.uk,Cardiff University,https://ror.org/03kk7td41,https://osg-htc.org/iid/6qf1531hmz0q
admiralty-ncmir-mm-expanse-7d43bc97a0,,,
cph-dgx-node1.humboldt.edu,Humboldt State University,https://ror.org/02qt0xs84,https://osg-htc.org/iid/y2ao7exr7l2t
dtn.aamu.edu,Alabama Agricultural and Mechanical University,https://ror.org/05hz8m414,https://osg-htc.org/iid/q1uudkt2rgr9
fiona01-ntt.ucsc.edu,"University of California, Santa Cruz",https://ror.org/03s65by71,https://osg-htc.org/iid/n6cai04882ca
gpengine-uams.areon.net,University of Arkansas Medical Center,https://ror.org/005k4dn45,https://osg-htc.org/iid/2o8337n8jpae
gpengine-uark.areon.net,University of Arkansas at Fayetteville,https://ror.org/05jbt9m15,https://osg-htc.org/iid/78b3lgmajszi
gpn-fiona-mizzou-6.rnet.missouri.edu,University of Missouri,https://ror.org/02ymw8z06,https://osg-htc.org/iid/dohu2f6ba08u
gpn-fiona-mizzou-7.rnet.missouri.edu,University of Missouri,https://ror.org/02ymw8z06,https://osg-htc.org/iid/dohu2f6ba08u
gpn-fiona-mizzou-8.rnet.missouri.edu,University of Missouri,https://ror.org/02ymw8z06,https://osg-htc.org/iid/dohu2f6ba08u
gpn-fiona-mizzou-9.rnet.missouri.edu,University of Missouri,https://ror.org/02ymw8z06,https://osg-htc.org/iid/dohu2f6ba08u
gpn-fiona-mizzou-gh1.rnet.missouri.edu,University of Missouri,https://ror.org/02ymw8z06,https://osg-htc.org/iid/dohu2f6ba08u
gpu-02.csusb.edu,"California State University, San Bernardino",https://ror.org/02n651896,https://osg-htc.org/iid/wra3vmvyvmgd
hcc-chase-pki-c4012.unl.edu,University of Nebraska–Lincoln,https://ror.org/043mer456,https://osg-htc.org/iid/q9k1b8dfrw25
hcc-gpn-argo-1.unl.edu,University of Nebraska–Lincoln,https://ror.org/043mer456,https://osg-htc.org/iid/q9k1b8dfrw25
hcc-nrdstor-osdf.unl.edu,University of Nebraska–Lincoln,https://ror.org/043mer456,https://osg-htc.org/iid/q9k1b8dfrw25
hcc-nrp-shor-c5226.unl.edu,University of Nebraska–Lincoln,https://ror.org/043mer456,https://osg-htc.org/iid/q9k1b8dfrw25
hcc-nrp-shor-c5317.unl.edu,University of Nebraska–Lincoln,https://ror.org/043mer456,https://osg-htc.org/iid/q9k1b8dfrw25
hcc-gpn-argo-1.unl.edu,University of Nebraska–Lincoln,https://ror.org/043mer456,https://osg-htc.org/iid/q9k1b8dfrw25
igrok-sttl.pacificwave.net,,,
k8s-a100-01.suncorridor.org,,,
k8s-haosu-25.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
k8s-haosu-26.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
k8s-haosu-27.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
k8s-haosu-28.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
k8s-haosu-29.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
k8s-storage-1.ucr.edu,"University of California, Riverside",https://ror.org/03nawhv43,https://osg-htc.org/iid/zy99b9jjoqpb
losa4-nrp-01--lax-agg10--100g--01.cenic.net,,,
nautilus-ext-gpu01.fullerton.edu,"California State University, Fullerton",https://ror.org/02avqqw26,https://osg-htc.org/iid/md8sgbxite4u
ncar-osdf01.hpc.ucar.edu,University Corporation for Atmospheric Research,https://ror.org/04zhhyn23,https://osg-htc.org/iid/b8t0c7enpu1x
node-1-6.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
node-2-5.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
node-3-5.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
node-3-6.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
oai-gnb-01.5g.nrp-nautilus.io,,,
osgprdk8s01.kennesaw.edu,Kennesaw State University,https://ror.org/00jeqjx33,https://osg-htc.org/iid/ergs0rt3q1i6
ps.aamu.edu,Alabama Agricultural and Mechanical University,https://ror.org/05hz8m414,https://osg-htc.org/iid/q1uudkt2rgr9
rci-tide-cpu-01.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-cpu-02.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-cpu-03.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-cpu-04.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-cpu-05.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-cpu-06.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-dtn-01.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-dtn-02.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-dtn-03.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-gpu-01.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-gpu-02.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-gpu-03.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-gpu-04.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-gpu-05.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-gpu-06.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-gpu-07.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-gpu-08.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-gpu-09.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-gpu-10.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-gpu-11.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-gpu-12.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-gpu-13.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-gpu-14.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-gpu-15.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-gpu-16.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
rci-tide-gpu-17.sdsu.edu,San Diego State University,https://ror.org/0264fdx42,https://osg-htc.org/iid/lly8f2d4uk76
sphinx.sdstate.edu,South Dakota State University,https://ror.org/015jmes13,https://osg-htc.org/iid/oqz71b6b44za
sdsu.gp-argo.greatplains.net,South Dakota State University,https://ror.org/015jmes13,https://osg-htc.org/iid/oqz71b6b44za
ps-sdmz.southalabama.edu,University of South Alabama,https://ror.org/01s7b5y08,https://osg-htc.org/iid/i399mm88g9eb
cph-perfsonar.humboldt.edu,Humboldt State University,https://ror.org/02qt0xs84,https://osg-htc.org/iid/y2ao7exr7l2t
discover-nrp-01.sdccd.edu,San Diego Community College District,https://ror.org/00py6z575,
dtn-01.nrp.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
gpengine-uams.areon.net,University of Arkansas Medical Center,https://ror.org/005k4dn45,https://osg-htc.org/iid/2o8337n8jpae
gpu00.nrp.hpc.udel.edu,University of Delaware,https://ror.org/01sbq1a82,https://osg-htc.org/iid/j2iu11x3iayo
hcc-nrp-shor-c5834.unl.edu,University of Nebraska–Lincoln,https://ror.org/043mer456,https://osg-htc.org/iid/q9k1b8dfrw25
hcc-nrp-shor-c5934.unl.edu,University of Nebraska–Lincoln,https://ror.org/043mer456,https://osg-htc.org/iid/q9k1b8dfrw25
hcc-nrp-shor-c6034.unl.edu,University of Nebraska–Lincoln,https://ror.org/043mer456,https://osg-htc.org/iid/q9k1b8dfrw25
info-perf-002.amnh.org,American Museum of Natural History,https://ror.org/03thb3e06,https://osg-htc.org/iid/em2w05s9c1uc
info-perf-001.sdmz.amnh.org,American Museum of Natural History,https://ror.org/03thb3e06,https://osg-htc.org/iid/em2w05s9c1uc
k8s-gen4-03.calit2.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
k8s-gen5-01.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
k8s-gen5-02.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
nautilus-it-cpu01.fullerton.edu,"California State University, Fullerton",https://ror.org/02avqqw26,https://osg-htc.org/iid/md8sgbxite4u
nautilus-it-cpu02.fullerton.edu,"California State University, Fullerton",https://ror.org/02avqqw26,https://osg-htc.org/iid/md8sgbxite4u
nautilus-it-cpu03.fullerton.edu,"California State University, Fullerton",https://ror.org/02avqqw26,https://osg-htc.org/iid/md8sgbxite4u
nautilus-it-cpu04.fullerton.edu,"California State University, Fullerton",https://ror.org/02avqqw26,https://osg-htc.org/iid/md8sgbxite4u
nautilus-it-gpu01.fullerton.edu,"California State University, Fullerton",https://ror.org/02avqqw26,https://osg-htc.org/iid/md8sgbxite4u
nautilus-it-gpu02.fullerton.edu,"California State University, Fullerton",https://ror.org/02avqqw26,https://osg-htc.org/iid/md8sgbxite4u
nautilus-it-gpu03.fullerton.edu,"California State University, Fullerton",https://ror.org/02avqqw26,https://osg-htc.org/iid/md8sgbxite4u
nautilus-it-gpu04.fullerton.edu,"California State University, Fullerton",https://ror.org/02avqqw26,https://osg-htc.org/iid/md8sgbxite4u
nautilus-it-storage01.fullerton.edu,"California State University, Fullerton",https://ror.org/02avqqw26,https://osg-htc.org/iid/md8sgbxite4u
nautilus-it-storage02.fullerton.edu,"California State University, Fullerton",https://ror.org/02avqqw26,https://osg-htc.org/iid/md8sgbxite4u
nautilus-it-storage03.fullerton.edu,"California State University, Fullerton",https://ror.org/02avqqw26,https://osg-htc.org/iid/md8sgbxite4u
ncar-osdf00.hpc.ucar.edu,University Corporation for Atmospheric Research,https://ror.org/04zhhyn23,https://osg-htc.org/iid/b8t0c7enpu1x
nrp-igrok1.nysernet.org,NYSERnet,https://ror.org/00rpwqe82,https://osg-htc.org/iid/wd11mc61omie
origin-g7r4704.rnet.missouri.edu,University of Missouri,https://ror.org/02ymw8z06,https://osg-htc.org/iid/dohu2f6ba08u
patternlab.calit2.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
sl-um-es2.slateci.io,University of Michigan–Ann Arbor,https://ror.org/00jmfr291,https://osg-htc.org/iid/4ocf9kvq30fn
sphinx.sdstate.edu,South Dakota State University,https://ror.org/015jmes13,https://osg-htc.org/iid/oqz71b6b44za
ucsd-nrp.cern.ch,European Organization for Nuclear Research,https://ror.org/01ggx4157,https://osg-htc.org/iid/8alpqdbfmj7m
nautilus-it-cpu05.fullerton.edu,"California State University, Fullerton",https://ror.org/02avqqw26,https://osg-htc.org/iid/md8sgbxite4u
nautilus-it-cpu06.fullerton.edu,"California State University, Fullerton",https://ror.org/02avqqw26,https://osg-htc.org/iid/md8sgbxite4u
