OSG Identifier,Institution Name,ROR Value,OSG Value
nautilus-it-cpu07.fullerton.edu,"California State University, Fullerton",https://ror.org/02avqqw26,https://osg-htc.org/iid/md8sgbxite4u
nautilus-it-cpu08.fullerton.edu,"California State University, Fullerton",https://ror.org/02avqqw26,https://osg-htc.org/iid/md8sgbxite4u
nautilus-it-cpu09.fullerton.edu,"California State University, Fullerton",https://ror.org/02avqqw26,https://osg-htc.org/iid/md8sgbxite4u
nautilus-it-cpu10.fullerton.edu,"California State University, Fullerton",https://ror.org/02avqqw26,https://osg-htc.org/iid/md8sgbxite4u
nautilus-it-cpu11.fullerton.edu,"California State University, Fullerton",https://ror.org/02avqqw26,https://osg-htc.org/iid/md8sgbxite4u
nautilus-it-cpu12.fullerton.edu,"California State University, Fullerton",https://ror.org/02avqqw26,https://osg-htc.org/iid/md8sgbxite4u
nautilus-it-gpu05.fullerton.edu,"California State University, Fullerton",https://ror.org/02avqqw26,https://osg-htc.org/iid/md8sgbxite4u
nautilus-it-gpu06.fullerton.edu,"California State University, Fullerton",https://ror.org/02avqqw26,https://osg-htc.org/iid/md8sgbxite4u
tu.gp-engine.greatplains.net,University of Tulsa,https://ror.org/04wn28048,https://osg-htc.org/iid/to441mldveew
cph-dgx-node2.humboldt.edu,Humboldt State University,https://ror.org/02qt0xs84,https://osg-htc.org/iid/y2ao7exr7l2t
cph-dgx-node7.humboldt.edu,Humboldt State University,https://ror.org/02qt0xs84,https://osg-htc.org/iid/y2ao7exr7l2t
cph-dgx-node8.humboldt.edu,Humboldt State University,https://ror.org/02qt0xs84,https://osg-htc.org/iid/y2ao7exr7l2t
cph-dgx-node9.humboldt.edu,Humboldt State University,https://ror.org/02qt0xs84,https://osg-htc.org/iid/y2ao7exr7l2t
cph-gpu01.humboldt.edu,Humboldt State University,https://ror.org/02qt0xs84,https://osg-htc.org/iid/y2ao7exr7l2t
cph-gpu02.humboldt.edu,Humboldt State University,https://ror.org/02qt0xs84,https://osg-htc.org/iid/y2ao7exr7l2t
netw-fiona-02.stanford.edu,Stanford University,https://ror.org/00f54p054,https://osg-htc.org/iid/keucrg5vtwtm
netw-fiona-03.stanford.edu,Stanford University,https://ror.org/00f54p054,https://osg-htc.org/iid/keucrg5vtwtm
bois.ps.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
gp-engine.usd.edu,University of South Dakota,https://ror.org/0043h8f16,https://osg-htc.org/iid/it45nx81xgfl
gpengine-uark.areon.net,University of Arkansas at Fayetteville,https://ror.org/05jbt9m15,https://osg-htc.org/iid/78b3lgmajszi
igrok-gorex.uhnet.net,University of Hawaii System,https://ror.org/03tzaeb71,https://osg-htc.org/iid/dsdkrs83f44q
k8s-chase-ci-05.calit2.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
k8s-chase-ci-01.calit2.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
nrp-a6000-01.csuchico.edu,"California State University, Chico",https://ror.org/027bzz146,https://osg-htc.org/iid/byvwrmby4l7e
pens.ps.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
seat.ps.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
dtn-pas.kans.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
gpn-cisco1-nautilus.greatplains.net,Great Plains Network,https://ror.org/02g2frf98,https://osg-htc.org/iid/ssmtibyuojo6
k8s-stratix-10-01.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
nrp-01.csumb.edu,"California State University, Monterey Bay",https://ror.org/00mjdtw98,https://osg-htc.org/iid/6yz8qsq14vk9
nrp-sense01.rnd.net2.mghpcc.org,Massachusetts Green High Performance Computing Center,https://ror.org/05par7p11,https://osg-htc.org/iid/akhgffx9bnad
cau-ps.cau.edu,Clark Atlanta University,https://ror.org/0397tsa92,https://osg-htc.org/iid/6yxp8d0lr4h3
morehouse-ps.morehouse.edu,Morehouse College,https://ror.org/02y9g2b52,https://osg-htc.org/iid/7917nk7gtmyh
msm-ps.sox.net,,,
nrp-ai-100-01.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
nrp-ai-100-02.sdsc.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
nrp-c15.nysernet.org,NYSERnet,https://ror.org/00rpwqe82,https://osg-htc.org/iid/wd11mc61omie
dtn.aamu.edu,Alabama Agricultural and Mechanical University,https://ror.org/05hz8m414,https://osg-htc.org/iid/q1uudkt2rgr9
gp-argo.usd.edu,University of South Dakota,https://ror.org/0043h8f16,https://osg-htc.org/iid/it45nx81xgfl
k8s-a6000-01.csus.edu,"California State University, Sacramento",https://ror.org/03e26wv14,https://osg-htc.org/iid/c7yyhz58ujrt
oru.gp-argo.greatplains.net,Oral Roberts University,https://ror.org/058hnhf91,https://osg-htc.org/iid/oxp7nz0hpwhr
ps.aamu.edu,Alabama Agricultural and Mechanical University,https://ror.org/05hz8m414,https://osg-htc.org/iid/q1uudkt2rgr9
rci-nautilus01.msu.montana.edu,Montana State University,https://ror.org/02w0trx84,https://osg-htc.org/iid/0budavib8vhh
osdf1.amst.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
osdf1.chic.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
osdf1.newy32aoa.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
sdsmt.gp-argo.greatplains.net,South Dakota School of Mines and Technology,https://ror.org/00ch7yk27,https://osg-htc.org/iid/k3rbyge3uinw
spelman-ps.sox.net,Spelman College,https://ror.org/02fvaj957,https://osg-htc.org/iid/tls5zf8zntze
tuskegee-ps.sox.net,Tuskegee University,https://ror.org/0137n4m74,https://osg-htc.org/iid/7oom65ducfpx
cph-dgx-node1.humboldt.edu,Humboldt State University,https://ror.org/02qt0xs84,https://osg-htc.org/iid/y2ao7exr7l2t
cph-dgx-node5.humboldt.edu,Humboldt State University,https://ror.org/02qt0xs84,https://osg-htc.org/iid/y2ao7exr7l2t
cph-dgx-node6.humboldt.edu,Humboldt State University,https://ror.org/02qt0xs84,https://osg-htc.org/iid/y2ao7exr7l2t
gp-engine.hpc.okstate.edu,Oklahoma State University,https://ror.org/01g9vbr38,https://osg-htc.org/iid/ogvkim1urhzk
pas.alba.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.ashb.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.bost.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.char.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.cinc.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.clev.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.dall.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.dall3.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.denv.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.elpa.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.eqch.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.hous.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.port.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.reno.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.salt.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.tucs.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.tuls.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
gateway.calit2.optiputer.net,"University of California, San Diego",https://ror.org/0168r3w48,https://osg-htc.org/iid/06wup3aye2t7
pas.hart2.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.holy.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.houh.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.indi.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.jack.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.jcsn.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.lasv.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.losa.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.losa2.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.loui.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.minn.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.miss.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.nash.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.newy32aoa.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.phil.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.phoe.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.pitt.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.rale.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.sacr.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.star.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.sunn.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.tole2.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.wash.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
ps-crispie-mgmt.montclair.edu,Montclair State University,https://ror.org/01nxc2t48,https://osg-htc.org/iid/suf1yy5u3y56
sl-um-es3.slateci.io,University of Michigan–Ann Arbor,https://ror.org/00jmfr291,https://osg-htc.org/iid/4ocf9kvq30fn
edge-perfsonar.crispie.njedge.net,,,
dtn-crispie.njedge.net,,,
brookdale-perfsonar.crispie.brookdale.edu,Brookdale Community College,https://ror.org/05mrhv083,https://osg-htc.org/iid/t9o140gv13fb
chi-dgx-node01.csuchico.edu,"California State University, Chico",https://ror.org/027bzz146,https://osg-htc.org/iid/byvwrmby4l7e
chi-dgx-node02.csuchico.edu,"California State University, Chico",https://ror.org/027bzz146,https://osg-htc.org/iid/byvwrmby4l7e
chi-dgx-node03.csuchico.edu,"California State University, Chico",https://ror.org/027bzz146,https://osg-htc.org/iid/byvwrmby4l7e
chi-dgx-node04.csuchico.edu,"California State University, Chico",https://ror.org/027bzz146,https://osg-htc.org/iid/byvwrmby4l7e
dtn-main.ucr.edu,"University of California, Riverside",https://ror.org/03nawhv43,https://osg-htc.org/iid/zy99b9jjoqpb
dtn-sp.testbeds.rnp.br,National Education and Research Network,https://ror.org/04hztxs45,
nrp-00.rcac.purdue.edu,Purdue University West Lafayette,https://ror.org/02dqehb95,https://osg-htc.org/iid/y2m2tk3a8pp6
nrp-01.laccd.edu,Los Angeles Community College District,https://ror.org/058aed112,https://osg-htc.org/iid/isgjznc0xoa8
nrp-01.rcac.purdue.edu,Purdue University West Lafayette,https://ror.org/02dqehb95,https://osg-htc.org/iid/y2m2tk3a8pp6
nrp-02.rcac.purdue.edu,Purdue University West Lafayette,https://ror.org/02dqehb95,https://osg-htc.org/iid/y2m2tk3a8pp6
nrp-03.rcac.purdue.edu,Purdue University West Lafayette,https://ror.org/02dqehb95,https://osg-htc.org/iid/y2m2tk3a8pp6
pas.bois.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.pens.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
pas.seat.net.internet2.edu,Internet2,https://ror.org/010bpe446,https://osg-htc.org/iid/rdbgla0ef33b
ramapo-perfsonar.crispie.ramapo.edu,Ramapo College,https://ror.org/03s2x9d90,https://osg-htc.org/iid/gy672vj6mhor
ren-gp-argo-01.madren.org,Dakota State University,https://ror.org/016yv6y68,https://osg-htc.org/iid/e4x7cz0h4and
rider-perfsonar.crispie.rider.edu,Rider University,https://ror.org/01dgn5344,https://osg-htc.org/iid/0jnmlco7p6gp
starlightdtn101.scidmz.northwestern.edu,Northwestern University,https://ror.org/000e0be47,https://osg-htc.org/iid/5vvknn2bzgvt
